essay_id_comp,gender,holistic_essay_score,y_pred_tfidf,y_pred_bert,y_pred_chatgpt_zeroshot,y_pred_chatgpt_fewshot
16BF09110617,M,2,,,,
44097BA9A171,M,3,,,,
236F050055D6,M,3,3.26199461117907,4.0078125,3.0,
9483857CAA80,F,3,2.231022918809073,2.4882812,2.0,
BFFD798EAE7B,F,4,3.5915583763402554,5.0625,4.0,
965177420B5F,F,3,,,,
83739A911DDE,M,3,,,,
361C2C75B0CF,M,6,,,,
4A8383F42E69,F,2,2.413785265830656,2.2695312,2.0,
6615BBF6507D,F,2,,,,
E7AF86CCE000,M,3,,,,
3D76CFD5F465,M,2,,,,
B07F2237C606,F,3,,,,
2A8A32A0D153,M,2,,,,
2D08A68E70CD,F,1,,,,
3A42F1C7A5FA,M,2,2.6506656492380998,2.3222656,2.0,
036CA3880C22,F,3,,,,
0141EEA53E3E,F,2,,,,
15810FF4CB38,F,3,,,,
57778A40CC36,F,2,,,,
CF732B856536,F,3,,,,
FB9EFC545072,M,1,2.396532501823312,2.078125,3.0,
FB816F612E4D,M,2,,,,
D019BB590AB3,M,2,,,,
4C07019D5AAC,M,4,,,,
7D5AFF357288,F,3,,,,
ACDE1C465ECF,M,1,,,,
B45B48157399,M,2,,,,
829C81C42B5F,M,3,,,,
A30DE3C171BE,M,3,,,,
3803DA5A2AC4,F,2,,,,
AA1985A8CA3E,M,3,,,,
E7C5E12F4E84,F,3,2.875828488460133,2.9570312,3.0,
761A7768C8A0,M,1,,,,
EBA557BABACB,M,2,,,,
BE26EC99E7F5,M,2,,,,
4F2411BA214D,F,2,,,,
29C56EF2E579,F,3,,,,
1F7C2B4BE1FB,F,3,,,,
319BE00BB5AA,F,3,,,,
85BB61E8083B,M,2,0.6684739792008951,1.1865234,2.0,
07F1180D7666,M,2,,,,
B970F5895E51,M,3,,,,
FFD97A99CEBA,M,1,,,,
74D0BA756BD1,F,2,,,,
FB5D79B7573C,F,2,,,,
17315D37020C,F,5,,,,
508DCB180063,F,2,1.973037237678047,1.7949219,2.0,
D7445DE18A83,M,3,,,,
FCF6588BC52B,M,3,,,,
8E3D896212F3,F,5,,,,
3CBB3DCDB8EE,F,3,2.1495924008024496,2.0566406,2.0,
98C855AF1F41,F,4,3.2777187336149947,3.9433594,3.0,
6FEEDAD42CBA,F,4,,,,
308AD9A4728D,F,2,1.5129670036377934,1.6386719,2.0,
02A202213790,M,3,,,,
0A889A00D782,F,4,,,,
BB73F328D545,M,3,,,,
1B2470F552CC,F,2,2.513940331862207,1.8583984,2.0,
AC82786A0BB6,F,2,,,,
361DE50C9E25,F,6,,,,
85FA3C29BBF7,M,3,,,,
E02460000D72,F,4,,,,
B78889CD7103,M,4,,,,
214AE537E42F,F,4,,,,
F4423D1F297D,F,2,2.929607698853759,2.2519531,3.0,
DCEFCD232E32,M,2,,,,
3EE3AFE0447D,M,3,,,,
735000FF2F56,F,2,,,,
0F8DE6C459F5,M,5,,,,
EE6CE96959D4,M,2,,,,
BDEAAFE68AA1,F,4,,,,
9C3DE25AF92A,F,3,,,,
61671FCB6624,F,2,,,,
CC49B17F4499,M,2,,,,
CE33B0E35C38,F,3,3.1152596648307496,3.0292969,3.0,
494B3E681130,F,3,,,,
75F091D09CAB,M,2,,,,
2F3A03CE8035,M,5,4.507895294731975,4.796875,4.0,
AA5DACC2CA82,F,3,,,,
A0D4D5DD8D7F,M,1,,,,
DCCDEC3F06CB,F,5,,,,
32882A8AE673,F,3,3.3445721190071604,3.2148438,2.0,
AE5B6C4FD5B7,F,2,,,,
58B7F73691D2,M,3,3.097999141645595,3.0585938,4.0,
C3D25D858B8B,F,3,,,,
C05260A6CA94,F,2,,,,
44975DEF87EC,M,2,,,,
D4517AB595DB,F,3,,,,
2F46FE01EA81,M,4,,,,
04C90EF1C88A,F,4,,,,
4727C5135BC7,M,4,,,,
1748EF8A5B22,M,4,,,,
EF4A8295E857,M,3,,,,
44AF3B183134,M,3,,,,
007812CC14B2,M,3,,,,
26A84840825D,M,3,,,,
3D5AB2F50025,F,3,3.409259206805068,3.2871094,3.0,
BE9881C4920A,M,1,2.0887578068766914,1.5947266,2.0,
42814ED28C18,M,3,,,,
1D97FDC7B2AE,M,6,,,,
2E6C68B76945,F,3,,,,
7F513E5DA945,M,3,3.2811666269710957,2.8828125,3.0,
504115A6341B,F,3,,,,
36BD7E8B0A6E,M,5,,,,
0B1439CE0522,F,3,3.327253159529405,3.6914062,2.0,
FA05B7CD828D,M,2,,,,
789487D9748D,F,3,,,,
9251250050B9,M,3,3.766573297607783,3.0820312,3.0,
7463CFA4BF4B,M,2,1.3584641881113813,1.5644531,3.0,
EEA3BAB81E61,M,2,,,,
C3C371CA957E,F,5,,,,
2275D39DC5AD,M,2,1.876446128461496,2.3867188,2.0,
63F717BB8C2D,F,5,,,,
234703963FB1,M,2,,,,
CCD4A267FA68,F,3,,,,
86D3038A7C86,F,2,,,,
CCF3652D8B10,M,4,,,,
E465837431CB,M,4,4.085929026099139,5.0039062,4.0,
9F264B4C18F9,F,3,,,,
086E26D8BD75,M,4,,,,
996E2B328D4E,M,2,,,,
64854E6FA933,F,3,,,,
69A813D1027B,M,3,,,,
A68BE59D62B4,M,2,,,,
54F2FE78DA79,M,1,,,,
001C3ABFA993,M,2,,,,
7E37567419F5,M,2,1.6458803614405866,2.0019531,2.0,
D6894F3B6F22,F,2,,,,
9F3B64C57D04,M,2,2.522628172537269,2.1835938,2.0,
6F8ACB0F6B32,M,1,,,,
274CB6483DB9,M,1,,,,
767238F40909,F,2,,,,
9FBD2D259388,F,2,,,,
BAC14C5693CD,F,4,,,,
3038DF28F46A,M,3,,,,
E84CD172D3EA,F,2,,,,
F56DD5A0552B,M,2,,,,
894DBEB0C63A,M,4,,,,
6BD7D456AAD6,F,3,,,,
C45E9495A7B1,M,2,,,,
DD69640C3EA7,F,3,,,,
215827A144F8,M,2,,,,
8BDD04F754BF,M,2,,,,
1A9C565E8DC7,M,4,,,,
4BE3EE3D73A6,M,3,3.3744464134051286,4.1875,3.0,
DA56D30A7A9A,M,3,,,,
900946DF525A,F,3,,,,
E262AB2DDDF9,M,2,,,,
8E7C4FE2ECE9,M,2,2.8159461123137857,2.2851562,2.0,
55073BB23596,M,4,,,,
A0DEA37279E9,F,2,1.7939183026168577,1.6269531,2.0,
F798E16BB54C,F,3,,,,
E6593B7BFBEB,F,4,,,,
126BF47F3939,M,3,,,,
7AFF516471C0,F,2,,,,
FD5F79937C4E,M,3,,,,
16400F8E6FC1,F,2,,,,
0E1F7DAA0D5E,M,2,,,,
350B830D59EE,F,3,2.740023995075577,2.8613281,2.0,
84F179DFCFC9,M,3,3.5080886686474257,3.2382812,3.0,
81B251CC3DF6,F,3,,,,
A8C8456C352B,M,1,,,,
1C984D57BA3D,M,3,,,,
5EB1944E4C52,F,3,,,,
9186F7E77244,F,3,,,,
DAE40486EC15,M,2,1.989727003648892,2.2597656,2.0,
F763B20CBBF2,M,3,,,,
1AB2A9477667,F,2,,,,
1955342273AA,M,3,,,,
93F44C7E955A,F,2,,,,
D6EEEBA9A999,F,5,4.602128193991382,4.7734375,4.0,
14236F6FEAD6,F,3,2.195660443811945,2.6152344,3.0,
573A550002C0,F,2,2.2059813972718145,3.0019531,3.0,
9A643EDCE7C0,M,2,,,,
EEE5DB1D5F12,M,3,,,,
04521053106A,F,3,,,,
E9E871F43004,M,3,,,,
728610F3098D,F,3,,,,
CBAA70E29775,F,3,,,,
E97CFAC702F9,M,4,,,,
60085F9F9542,M,2,,,,
369D3B8BCC65,M,3,,,,
9179C3C7AF2F,M,3,,,,
CEBC3C34962E,F,3,,,,
E22134365CE5,M,1,,,,
946C874A9CCD,F,5,,,,
2C4272F02823,M,3,,,,
1807DD253B30,M,3,2.8173605677369435,3.140625,3.0,
EE479E35F61F,M,4,,,,
C9EF98006357,M,4,,,,
9DC1EE4E5674,M,3,,,,
B315886FB571,M,2,,,,
068076E24085,F,3,2.801772830852709,2.7480469,3.0,
AFDB9B105CD1,M,2,,,,
A976BF9EE7D0,M,2,,,,
CCE722F17666,M,2,,,,
BB7A76089910,F,4,4.286931182611479,3.9082031,3.0,
7A913F88991E,M,2,,,,
6A7E874CD834,F,3,,,,
D134E4B81DBD,M,2,,,,
5F68132C9D49,F,4,,,,
ACCEC5D34B36,F,1,,,,
E10D5E79B0A0,F,4,4.920981342979655,3.6582031,4.0,
5109921E29E0,M,2,2.826961201879332,2.8808594,2.0,
3C8F9AC67607,M,3,,,,
7044D7DD2A91,F,5,,,,
C1DB1D0F69D8,M,4,,,,
04B79D6CF91D,M,3,,,,
24A1E4E76FAD,F,3,,,,
45DDB1CE474D,M,2,,,,
A13E656A0ED5,F,2,2.2408715032018045,1.5371094,3.0,
FB05603FF446,F,1,,,,
AFCF10293B9A,M,2,,,,
2766580B8D9A,F,2,,,,
5BBC05802470,F,2,,,,
AA3B0AF13AA2,M,1,,,,
CB440174C470,M,5,,,,
EDE0E6181F61,F,3,,,,
C275B257FC61,M,3,2.3362423523003857,3.2558594,3.0,
357319C25FDC,M,5,,,,
320B7B425468,M,2,,,,
40D16884544D,M,2,,,,
61E7F7947999,F,5,,,,
747B06CF4DA3,F,3,2.2864162190954334,2.6855469,3.0,
059BB1CA972D,M,2,,,,
6194CD3215CB,M,2,2.419716321669453,2.2050781,2.0,
D45032FAE402,F,2,,,,
7E97F03304F1,F,3,,,,
355D9742D0C5,F,3,,,,
91BA3A1A794D,M,3,,,,
962A28D26D5E,M,5,,,,
D64B4D78AE2A,F,2,,,,
99472317F0E2,F,2,,,,
EBE2C60113FA,F,4,,,,
3E9870D8F558,M,2,,,,
3CB70E47603E,M,3,,,,
BAC30ACCEEFF,F,1,,,,
61607C674FA3,M,4,,,,
73E31A7D5720,F,1,2.046169949787159,1.2714844,2.0,2.0
ED3ABF5860C2,M,5,,,,
45CC76417C38,F,4,,,,
CF8F8964A2FB,F,2,,,,
4E69F31CDBDF,F,3,,,,
B3F446BF0A11,F,3,,,,
C70A5238A804,F,3,,,,
6D4609C949E5,F,4,,,,
A1C8EEF8BF9C,F,2,2.244064991118172,1.6298828,2.0,
2A4FCD86BA0D,F,4,3.64432286695882,3.6796875,3.0,
B6ECBEA3AB9E,F,5,,,,
93C1BA7B565E,M,4,,,,
ACABEA88860C,M,4,,,,
93B9B1911285,F,5,,,,
42DC0DED6A11,M,2,,,,
F9FFECDE9A53,F,2,2.752068226172636,2.6621094,3.0,
49ED588E79B1,F,2,,,,
DEA6A69AA70F,F,4,,,,
426E5A215942,F,4,4.047989749157701,4.6484375,4.0,
2D95CCCD4DC0,M,3,,,,
99422C9F7911,M,3,,,,
A057440C16FE,F,4,,,,
A8A7C9D4522B,F,3,,,,
FF05C8BE5150,F,3,,,,
320FD601DD64,M,1,1.564790589841129,1.8369141,2.0,
A8C3525DF471,M,3,,,,
68B6142F4EA9,F,2,,,,
6D1AF3566A12,M,5,,,,
3980928115FF,F,3,,,,
EE003057790E,F,3,,,,
074C7A52D435,M,3,,,,
0D6F9BEBACE4,F,1,,,,
DF1AA45CD325,F,2,,,,
E1A0A8C51458,F,3,,,,
812F57286987,M,2,,,,
7C819E9E101A,M,3,,,,
9DB0CD72C72A,F,5,5.070373658329254,5.1601562,4.0,
82ED6087717D,M,3,2.847999336197569,2.9667969,2.0,
7B4B54F34B04,F,4,,,,
CACD190CAD6D,M,3,,,,
1A3167F86CB8,M,3,,,,
390982B6734B,M,3,,,,
BB66955D049E,M,4,,,,
396A37B6D921,F,1,1.6223295835957583,1.3164062,2.0,
2C4BB3ACA451,M,1,1.2693940697467254,1.4941406,2.0,
A4B3BA20BDA9,F,4,3.850871224739561,3.7792969,4.0,
611BBDDA35CA,F,5,,,,
CCC749859F5C,M,6,5.225133967165371,5.3359375,4.0,
C51A802386C6,M,1,,,,
28220DC55DA8,F,3,3.0458044899296635,3.4804688,3.0,
341E5F3A9093,M,2,,,,
7F220FD6CACF,M,2,2.0765310896521783,2.4824219,2.0,3.0
E5E0922B65D4,M,3,,,,
20162733792B,M,4,,,,
EDAF3096F6D6,F,2,,,,
5F66710B5017,M,1,1.972618165706501,2.1816406,2.0,
5EBF9B8BFDD1,M,3,,,,
854FCA03493F,F,1,,,,
44E343ECD9B7,M,5,,,,
14B366E0D9CA,F,3,,,,
915D9EE27FFB,M,2,,,,
B3A2AEA67432,F,2,,,,
279FFE0827CF,F,6,,,,
E616F60C349F,M,4,,,,
4B4A4368C5DF,F,3,2.9507435397970667,2.5546875,4.0,
DCEB4159F49F,F,3,,,,
17A4777DCC71,F,2,,,,
A5BAC88C6EF0,M,2,,,,
10D7E30AD1AC,M,3,3.435178795539368,3.7675781,3.0,
50F1D8786126,F,1,,,,
A27FFF687F43,M,2,,,,
B4FCF8DD1F69,M,3,3.3623841343697944,3.4863281,3.0,
9500B623A6AC,M,2,,,,
8BA7D8704DB0,F,3,3.259711772969667,3.171875,3.0,
30A900519B84,F,1,,,,
C1EEE9150AE1,F,3,,,,
B5316C7DF0D3,M,2,,,,
7D5E4EA8B4E0,M,3,,,,
B93581E854BD,M,2,1.5820824633014847,1.7363281,2.0,
BCB6CA05CD6F,M,3,,,,
A92899103F3B,M,2,,,,
4380C1BD3461,F,5,,,,
FC389DDB22E0,F,4,,,,
B9C3E87E3FEA,M,3,,,,
80D0A3C7B588,M,3,2.56468574421102,3.2207031,2.0,
77C02EBB6626,F,2,,,,
2E21A00D92BC,F,2,,,,
E3349F640D64,F,6,,,,
CDAC4415A79F,M,5,,,,
00E2ACFF9A93,M,2,2.730654648384545,2.734375,3.0,
3584B5CAA2E4,F,5,4.958174237925743,5.15625,4.0,
4E13DC4DDE31,F,2,2.229574918050968,2.4433594,2.0,
AD1C015DFBCD,F,4,,,,
0701FAC6156A,M,3,,,,
64FD220F0DF7,F,6,,,,
628EA8D06E80,F,3,,,,
73A466127520,M,2,,,,
772DDC696B2B,F,2,,,,
D009E936725E,F,2,,,,
4CD26121DE71,F,3,,,,
FABEC779D19E,M,6,,,,
965455C37529,F,4,,,,
3BB86ECD4F58,F,2,,,,
882808C92A6E,M,1,,,,
F2A25577E8C7,F,2,,,,
52019494C425,M,4,,,,
03C5A2D6D81B,M,4,,,,
07392473809B,M,2,,,,
C16F3B6AAEC2,F,5,,,,
C65EA0A6DFF7,M,3,,,,
2C672144BD38,M,4,,,,
576DED0D725D,M,3,,,,
8006B9ECA272,F,4,,,,
9678FE843F79,F,5,,,,
AA0B42CF00A6,M,2,,,,
3FA488B75FCB,F,2,1.8907597722983764,1.6054688,3.0,
216A05AF987E,F,5,,,,
EAF0C3F4B2B3,F,3,,,,
91B2B7072E51,F,2,,,,
B1107C007404,F,5,4.076260378629385,5.0742188,3.0,
F6DA839FE9AF,M,3,,,,
E6CA7F03B4BF,F,3,,,,
5D4E78CE6D5F,F,4,3.348181616187527,3.2519531,3.0,4.0
5C75990D9E18,F,5,,,,
46DFCA2A8515,F,4,,,,
BB04B818FF32,F,2,2.0278627343331848,1.6455078,3.0,
923FDA1457EE,M,4,3.517275572274459,3.4140625,3.0,
AB31DD5907FA,M,2,,,,
8BF822699115,M,1,,,,
6A19B0132244,M,4,,,,
B026FA4F0268,F,2,,,,
7E88E90AE886,M,2,,,,
6EEF3856E4AE,F,4,,,,
9EFE2D26ADE2,M,1,,,,
F1AFDB5CEB25,F,2,,,,
ABBBEE1FCCD1,M,2,,,,
59D774A561A0,F,2,,,,
3AED5A7D58F8,M,3,2.908749605878449,2.5527344,2.0,
B2AEEDBCE0A1,M,2,,,,
F497369C41C2,F,5,,,,
4D15F09D4353,F,3,,,,
E743F9AC8BBE,M,3,3.545155747532399,3.8984375,3.0,
257B50D1991C,F,4,,,,
37B8AD6E4D9B,M,1,1.6961950035737037,1.5791016,3.0,
42CD122E8324,F,3,3.255014471017599,3.2597656,3.0,
3B59B52DAD06,F,3,,,,
64EE7AB92E51,M,2,,,,
5BB33E43FA51,F,3,,,,
D941FABC82E0,M,4,,,,
BAE3CED482E7,F,4,4.313539842593114,4.8085938,4.0,
8134AD7791FC,M,5,,,,
FF53FACA31BF,M,2,2.6636647264198565,3.4785156,2.0,
54B2CEBC82C5,M,2,,,,
81587E82D64B,M,1,,,,
0916B9AA4575,F,4,,,,
A8221073323E,F,3,3.190586378503121,3.1757812,3.0,
BD11170C8B59,M,2,,,,
738E700E4719,M,4,,,,
871B39B3643C,M,2,,,,
1613BD216385,F,2,1.6606943987266811,2.1210938,2.0,
1AE675C83FF5,F,4,,,,
F682F859D633,F,3,,,,
E1396D3FA930,F,3,2.8480538244629208,2.7773438,2.0,
21D91DF16B23,F,3,2.9953165541104467,3.0566406,4.0,
D8C609838F61,F,4,,,,
8F97F274DED5,F,3,,,,
52A2605BC91E,F,4,,,,
B859B86268ED,M,3,,,,
4BCE54BF93E5,F,2,,,,
7648FAFE46A5,F,3,,,,
7C392B490E98,F,3,,,,
09DB075C4ACE,M,2,,,,
E17461D3B9B8,F,2,,,,
8F46AC3C99AA,F,4,,,,
323F31110886,M,3,2.9962074538940944,3.0429688,4.0,
3316A38762F8,F,2,,,,
A1A778253D39,M,4,3.2384234072857963,3.5449219,3.0,
A8FD11F16108,M,2,,,,
51E6F16CE862,M,3,,,,
FE9AB60822CA,M,3,2.9595880968763435,2.7558594,2.0,
46C1E19B89C9,M,3,,,,
218490FD2E1B,F,1,,,,
C520733738FF,M,3,,,,
A96E7F995106,F,5,,,,
EB191792379F,M,3,,,,
E5CFC05647BA,F,3,2.6984019628191374,3.3457031,2.0,
7196839372C6,M,2,,,,
BDD4F08F1EBD,F,2,,,,
9FAEE71C268E,F,4,,,,
B62DB13C6E18,M,3,,,,
EF5579B524B3,F,5,,,,
84E06630FA2B,M,3,2.368538547932812,2.8769531,3.0,
B3C2E6274311,M,2,1.9235114477637565,1.6806641,2.0,
C43C4EE10535,M,2,,,,
0DBF886E5AB6,M,3,,,,
39D60268FE94,F,1,,,,
144F84D7FF02,F,3,,,,
3E7D905715D3,M,2,,,,
E60843A92A3A,F,3,,,,
0E7623B59290,M,2,,,,
00B34659FCA9,F,3,,,,
F86F94DCEB33,M,2,2.2625063762068818,1.9072266,2.0,
2D36D365D242,F,4,,,,
BF2B46872736,F,2,,,,
CC54E936E3FA,M,3,,,,
3A62FC8BAE78,F,3,,,,
B3BC549D8BD0,F,3,3.1749539168642715,3.6757812,4.0,
49EE396B474E,F,2,,,,
13E3F9BB59E7,M,2,,,,
AE29FBE3C88B,M,4,,,,
2B002FEE337E,M,2,,,,
5CF9545107B1,M,3,,,,
BFE7D1BF2780,M,3,,,,
01E9D9CD5CBF,M,1,,,,
EE5D005B6E0C,F,3,,,,
DE20C186116A,M,1,,,,
B7570BF5EB0B,F,3,2.577649154660434,2.7558594,2.0,
71F58F8BF895,M,4,,,,
40E7A7FDF48D,M,1,1.5497895116652158,1.5625,2.0,
3DB8EF379CFE,M,1,,,,
6B61F68D4B21,F,3,,,,
7ED2B0ACB79B,F,3,,,,
D2A7CA1EEFC5,F,3,,,,
AA70C3AA78F0,M,2,,,,
8624786B642D,M,4,,,,
AB35100E73F9,M,3,,,,
1EE7B96B426A,F,2,,,,
6EE995CCCC28,M,3,,,,
51D38A8BF1A5,M,3,,,,
DC8F2759D008,M,3,,,,
CA73ECEE3BD0,M,4,,,,
D3E7D3BE75C9,F,3,,,,
90DE3D7217AF,M,3,,,,
CF52358A03FF,M,2,,,,
1028F5A588AA,M,6,,,,
340A6EB85505,F,5,,,,
C1FBD0BAD43E,M,3,,,,
C773C7795F58,F,2,,,,
6F8200CADE90,M,2,,,,
4DFD21498F8A,M,3,,,,
6C09B4AA6A77,M,3,3.142194639897156,3.609375,3.0,3.0
8D985EFC4FC7,F,2,,,,
BBEFDE7F9CA4,F,2,,,,
2287B41B1C21,F,1,,,,
A7F8EA8D1E7A,M,2,,,,
98A5A9E9E101,M,2,,,,
72A8B2C70288,M,4,,,,
A4F7B2183A23,F,2,,,,
4A028F63CFCA,M,3,,,,
D67D723785A7,F,2,,,,
1C51F32A0689,F,4,4.319353432309262,4.5742188,4.0,
5E879A28D710,F,2,,,,
68036DA5F7FE,F,3,,,,
32DE1F864413,M,3,,,,
1E9EBB2F62A0,F,2,,,,
9631D2A1BB2C,M,1,,,,
F912EB3A5AC2,M,3,,,,
1398549CA5FD,M,2,,,,
82B5DFC76DFA,M,3,,,,
1B1FBDE25C2C,F,1,,,,
FED925296F42,F,2,,,,
0BD82CC1FC8C,M,1,,,,
9B472DAD871B,M,3,,,,
F34AEA4F0678,M,4,4.247571179654777,4.0703125,3.0,
DF1287CDBCF6,M,3,,,,
3679FD464B98,F,1,,,,
4E1CF079ECDD,F,2,,,,
F3C61FEF6912,M,2,,,,
3A79363D6FB4,M,2,,,,
9A36D037EA52,F,3,,,,
3B59052B8DAF,M,2,3.1053737622368383,2.6660156,2.0,
50903131CDBF,F,2,2.4864092657968264,2.5820312,2.0,
B2E85935CE19,F,2,2.711658006687356,2.3261719,3.0,
D72A5672BABE,F,2,,,,
1A26AFD79998,M,2,2.559544679856386,2.0449219,2.0,
D1EE34736FBA,M,1,,,,
9B0342796A1B,F,2,,,,
8539B3E52E9C,M,3,,,,
FC6023B9EE06,F,3,,,,
4A78B7E0CD23,M,5,4.440116895479999,5.1796875,4.0,
D2E41252A109,M,4,3.3350740110862787,3.5253906,3.0,
D98C0F80A7A3,M,4,,,,
C355331B3B0B,M,3,,,,
63BA2005E282,F,3,,,,
89BF18395FCC,F,4,,,,
41C6D3432C49,F,2,,,,
8B882092B4A7,M,1,,,,
95FE7FC98A67,F,2,,,,
6CF5078A14F4,F,2,,,,
23A195AB438D,M,3,,,,
072BF1F05F66,M,5,,,,
8D9E17C7761E,M,4,,,,
A90D70556372,F,2,,,,
75B94E37D75A,F,4,4.033759826031343,3.5722656,4.0,
C36FC4CCA47F,M,3,2.677563962084668,3.2441406,3.0,
915EC7748175,M,2,,,,
D2F937C1BF96,M,3,,,,
B521ECD9648C,M,5,,,,
0C44D7D7F0FD,F,3,2.2674471533085825,2.7792969,3.0,
28A69B5F36A0,F,3,,,,
20E320AA966E,F,4,3.735510574515722,3.8710938,4.0,
549FB4C5A0E2,M,4,,,,
25FA01853A35,F,2,2.715214175906044,2.5839844,2.0,
7BF2EA4A164C,M,5,4.6268955069129785,5.125,4.0,
E627C066A0F1,M,1,1.8499349913400316,1.3583984,2.0,
3BE469D14525,F,2,,,,
1907A263B30B,M,3,3.918163777068223,3.9238281,4.0,
D6CB8B37F0C0,M,1,,,,
3DD0885D9112,M,4,,,,
1254E44CC3FD,M,2,,,,
39127B6C5BF8,F,2,,,,
D6CFA044194E,M,1,,,,
BBBB5C4705E5,M,2,,,,
3A7412AECF21,M,3,,,,
045BB2364215,M,3,2.586185418408792,3.4414062,2.0,
EF70A0E7826B,M,2,2.8483391660626016,1.9726562,2.0,
629441708CF0,F,5,4.499480444426412,5.1289062,4.0,
BD300B07564D,M,2,2.8638933828093,2.4140625,2.0,
DCCF6739067A,M,4,4.107256052224201,4.7460938,3.0,
4BE50B944ECD,M,3,,,,
5CC8247F1F82,F,4,,,,
910B844ACCA1,F,3,,,,
512A73C9EF49,F,4,,,,
30D7FD691AE3,M,4,,,,
8E7E9E5B0738,M,3,,,,
F8EAC1A2DE99,M,4,,,,
37B81DDC617B,M,2,,,,
02129B168AF3,F,2,,,,
B9E93C1DE954,F,2,,,,
1102C9C87AE4,F,6,4.550148515982464,4.6289062,4.0,
47FA9FFFA02A,M,3,,,,
27E904ED6981,M,5,,,,
9581C36DD170,M,2,,,,
5ACC26FF2398,F,3,,,,
98606EADD114,M,4,,,,
043BB809B52A,M,4,3.840312351390235,3.9824219,3.0,
A7B27F6C11A9,M,6,,,,
F0E28024F780,M,3,,,,
BA0C557A52F4,F,2,2.3003597505417064,2.3632812,3.0,
04F6650C12AD,F,2,2.683614984804614,2.4960938,3.0,
955527C040C9,F,2,,,,
5E7DCF4A5293,M,2,,,,
E1A6F005A5D0,M,2,,,,
6A19B9DAF853,M,3,,,,
80D8060629C9,F,3,,,,
E7A3DBC919C1,M,3,,,,
CD8AAEA704AE,M,2,2.037428623123751,1.9658203,2.0,3.0
B709F976724E,F,3,,,,
CE15197AE9CC,F,4,4.213752469825449,4.3164062,3.0,
2014C83D48B2,F,3,,,,
23F2E5FA96D9,F,2,,,,
917BFBA9C5C7,F,2,,,,
8867048B6B04,F,4,,,,
B6680459407E,F,3,,,,
59A4AD465412,F,3,3.390484232757581,3.5546875,3.0,
AE11AA4423C1,M,3,3.483266249987027,3.3066406,3.0,
F46FF42C8B92,F,2,,,,
00B85A3DCAB5,M,3,,,,
416154D38103,F,6,5.790871649810431,5.2578125,4.0,
2FC787262DE4,F,2,1.430745381579032,2.2480469,2.0,
E518FBD13C3A,M,2,,,,
ACBC86CD65B4,M,4,,,,
D354672BB38F,M,1,1.9536758685907567,1.7783203,2.0,
715827DEC630,M,3,,,,
74000270BC6F,M,3,,,,
85E677151DF2,F,5,,,,
A053080C69A4,M,1,,,,
C8B5DFD78D43,M,2,,,,
39D95DDBDD5D,F,3,,,,
909F92280E04,F,3,,,,
D1FC358F8C68,F,2,,,,
2657B9F9CCDC,F,3,,,,
E2A68D0D296D,F,3,,,,
726ADA01701F,M,3,3.2191199071005183,2.7578125,3.0,
9436DD79DCDA,M,2,,,,
FD4BFFA3443A,M,4,3.4767659547094296,3.4746094,3.0,
3EF3E5B52108,F,3,3.777413732085292,3.0097656,2.0,
2A906C1535A0,M,3,3.846644115259125,3.5488281,4.0,
192587AF5D13,M,2,,,,
936533CDA126,F,4,,,,
963E8B231ED0,F,6,,,,
CBA185D3B277,F,3,,,,
DA61A6F47A15,M,3,,,,
8119D80E030F,M,3,3.478359306541708,3.0214844,3.0,4.0
55574D36C945,F,3,,,,
26C3C02A1614,M,2,,,,
A8A8A9369A41,F,4,,,,
ED164A18D77F,M,3,,,,
996A88D0CAF2,M,3,3.1935372715279464,3.1074219,3.0,
BA1D5D0DFE36,F,4,,,,
D926CCFBB6E4,F,4,,,,
51466107AC92,F,4,,,,
453B33003910,M,5,,,,
27C093CFB919,M,3,,,,
94FA416BACF7,F,1,,,,
C035045D2327,F,4,,,,
0A869157413A,M,1,,,,
8AB79B5BD3DB,M,2,2.1500222295665243,2.3085938,2.0,
DA5E92093978,F,3,2.9042404816187206,2.9960938,3.0,
FDDD74678C7A,M,2,1.3016134452311543,2.0585938,2.0,
E9B7CC83F056,F,3,,,,
E6609D9F2B35,M,2,,,,
346078C1BCA3,M,2,,,,
E686584E5508,M,1,,,,
AEA59D014F8B,F,4,,,,
8CFAC8B1DCF3,F,2,,,,
51A07E3D2C09,F,2,2.6124535804020117,2.5410156,3.0,
771BA028F577,M,3,,,,
63F4D4192E13,F,5,,,,
EA238A2AE63A,M,1,,,,
204C675CDF5A,F,4,,,,
B8ECDF813333,M,5,,,,
E4F9AEC51ECF,M,3,3.2993082783858214,3.1210938,4.0,
867EF1C28329,M,3,,,,
C162431F429E,M,2,,,,
2C0247A6398B,F,3,2.4954517503687685,2.0859375,3.0,
EFA46BC5A89A,F,1,,,,
0C8E8861F91A,M,2,,,,
DDEEC49D2390,M,2,3.741099741830368,3.2734375,4.0,
4FFC4DB08B42,F,2,,,,
1DEDB886B240,M,2,,,,
A5555B60DD21,F,3,,,,
7BF51B3CDC26,M,3,,,,
A339C727FB27,F,4,,,,
8BC918CE40C1,F,4,,,,
037C6126FDE4,F,3,,,,
416FDC3B5176,F,3,,,,
12C5A35EFF2A,F,1,,,,
4F0D5832AD52,M,4,,,,
D4334DC15691,M,3,,,,
E3E4C29C6F23,F,4,4.598848383074815,4.8515625,4.0,
EA48C80121AD,F,3,2.019632018098444,2.4238281,2.0,3.0
